1.0,0.0,0.0,0.0,0.99999999,300.0
2.0,1.478,2.5599710935868005,0.0,0.99999999,300.0
3.0,2.956,0.0,0.0,0.99999999,300.0
4.0,4.434,2.5599710935868005,0.0,0.99999999,300.0
5.0,0.0,1.7066473957245336,2.354,0.99999999,300.0
6.0,1.478,4.266618489311334,2.354,0.99999999,300.0
7.0,2.956,1.7066473957245336,2.354,0.99999999,300.0
8.0,4.434,4.266618489311334,2.354,0.99999999,300.0
9.0,0.0,0.0,4.708,0.99999999,300.0
10.0,1.478,2.5599710935868005,4.708,0.99999999,300.0
11.0,2.956,0.0,4.708,0.99999999,300.0
12.0,4.434,2.5599710935868005,4.708,0.99999999,300.0
13.0,0.0,1.7066473957245336,7.062,0.99999999,300.0
14.0,1.478,4.266618489311334,7.062,0.99999999,300.0
15.0,2.956,1.7066473957245336,7.062,0.99999999,300.0
16.0,4.434,4.266618489311334,7.062,0.99999999,300.0
17.0,0.0,0.0,9.416,0.99999999,300.0
18.0,1.478,2.5599710935868005,9.416,0.99999999,300.0
19.0,2.956,0.0,9.416,0.99999999,300.0
20.0,4.434,2.5599710935868005,9.416,0.99999999,300.0
21.0,0.0,1.7066473957245336,11.77,0.99999999,300.0
22.0,1.478,4.266618489311334,11.77,0.99999999,300.0
23.0,2.956,1.7066473957245336,11.77,0.99999999,300.0
24.0,4.434,4.266618489311334,11.77,0.99999999,300.0
25.0,0.0,5.119942187173601,0.0,0.99999999,300.0
26.0,1.478,7.679913280760402,0.0,0.99999999,300.0
27.0,2.956,5.119942187173601,0.0,0.99999999,300.0
28.0,4.434,7.679913280760402,0.0,0.99999999,300.0
29.0,0.0,6.8265895828981344,2.354,0.99999999,300.0
30.0,1.478,9.386560676484935,2.354,0.99999999,300.0
31.0,2.956,6.8265895828981344,2.354,0.99999999,300.0
32.0,4.434,9.386560676484935,2.354,0.99999999,300.0
33.0,0.0,5.119942187173601,4.708,0.99999999,300.0
34.0,1.478,7.679913280760402,4.708,0.99999999,300.0
35.0,2.956,5.119942187173601,4.708,0.99999999,300.0
36.0,4.434,7.679913280760402,4.708,0.99999999,300.0
37.0,0.0,6.8265895828981344,7.062,0.99999999,300.0
38.0,1.478,9.386560676484935,7.062,0.99999999,300.0
39.0,2.956,6.8265895828981344,7.062,0.99999999,300.0
40.0,4.434,9.386560676484935,7.062,0.99999999,300.0
41.0,0.0,5.119942187173601,9.416,0.99999999,300.0
42.0,1.478,7.679913280760402,9.416,0.99999999,300.0
43.0,2.956,5.119942187173601,9.416,0.99999999,300.0
44.0,4.434,7.679913280760402,9.416,0.99999999,300.0
45.0,0.0,6.8265895828981344,11.77,0.99999999,300.0
46.0,1.478,9.386560676484935,11.77,0.99999999,300.0
