1.0,0.0,0.0,0.0,0.99999999,82.16
2.0,0.0,1.823,1.823,0.99999999,82.16
3.0,1.823,0.0,1.823,0.99999999,82.16
4.0,1.823,1.823,0.0,0.99999999,82.16
5.0,0.0,0.0,3.646,0.99999999,82.16
6.0,0.0,1.823,5.468999999999999,0.99999999,82.16
7.0,1.823,0.0,5.468999999999999,0.99999999,82.16
8.0,1.823,1.823,3.646,0.99999999,82.16
9.0,0.0,0.0,7.292,0.99999999,82.16
10.0,0.0,1.823,9.115,0.99999999,82.16
11.0,1.823,0.0,9.115,0.99999999,82.16
12.0,1.823,1.823,7.292,0.99999999,82.16
13.0,0.0,3.646,0.0,0.99999999,82.16
14.0,0.0,5.468999999999999,1.823,0.99999999,82.16
15.0,1.823,3.646,1.823,0.99999999,82.16
16.0,1.823,5.468999999999999,0.0,0.99999999,82.16
17.0,0.0,3.646,3.646,0.99999999,82.16
18.0,0.0,5.468999999999999,5.468999999999999,0.99999999,82.16
19.0,1.823,3.646,5.468999999999999,0.99999999,82.16
20.0,1.823,5.468999999999999,3.646,0.99999999,82.16
21.0,0.0,3.646,7.292,0.99999999,82.16
22.0,0.0,5.468999999999999,9.115,0.99999999,82.16
23.0,1.823,3.646,9.115,0.99999999,82.16
24.0,1.823,5.468999999999999,7.292,0.99999999,82.16
25.0,0.0,7.292,0.0,0.99999999,82.16
26.0,0.0,9.115,1.823,0.99999999,82.16
27.0,1.823,7.292,1.823,0.99999999,82.16
28.0,1.823,9.115,0.0,0.99999999,82.16
29.0,0.0,7.292,3.646,0.99999999,82.16
30.0,0.0,9.115,5.468999999999999,0.99999999,82.16
31.0,1.823,7.292,5.468999999999999,0.99999999,82.16
32.0,1.823,9.115,3.646,0.99999999,82.16
33.0,0.0,7.292,7.292,0.99999999,82.16
34.0,0.0,9.115,9.115,0.99999999,82.16
35.0,1.823,7.292,9.115,0.99999999,82.16
36.0,1.823,9.115,7.292,0.99999999,82.16
37.0,3.646,0.0,0.0,0.99999999,82.16
38.0,3.646,1.823,1.823,0.99999999,82.16
39.0,5.468999999999999,0.0,1.823,0.99999999,82.16
40.0,5.468999999999999,1.823,0.0,0.99999999,82.16
41.0,3.646,0.0,3.646,0.99999999,82.16
42.0,3.646,1.823,5.468999999999999,0.99999999,82.16
43.0,5.468999999999999,0.0,5.468999999999999,0.99999999,82.16
44.0,5.468999999999999,1.823,3.646,0.99999999,82.16
45.0,3.646,0.0,7.292,0.99999999,82.16
46.0,3.646,1.823,9.115,0.99999999,82.16
47.0,5.468999999999999,0.0,9.115,0.99999999,82.16
48.0,5.468999999999999,1.823,7.292,0.99999999,82.16
49.0,3.646,3.646,0.0,0.99999999,82.16
50.0,3.646,5.468999999999999,1.823,0.99999999,82.16
51.0,5.468999999999999,3.646,1.823,0.99999999,82.16
52.0,5.468999999999999,5.468999999999999,0.0,0.99999999,82.16
53.0,3.646,3.646,3.646,0.99999999,82.16
54.0,3.646,5.468999999999999,5.468999999999999,0.99999999,82.16
55.0,5.468999999999999,3.646,5.468999999999999,0.99999999,82.16
56.0,5.468999999999999,5.468999999999999,3.646,0.99999999,82.16
57.0,3.646,3.646,7.292,0.99999999,82.16
58.0,3.646,5.468999999999999,9.115,0.99999999,82.16
59.0,5.468999999999999,3.646,9.115,0.99999999,82.16
60.0,5.468999999999999,5.468999999999999,7.292,0.99999999,82.16
61.0,3.646,7.292,0.0,0.99999999,82.16
62.0,3.646,9.115,1.823,0.99999999,82.16
63.0,5.468999999999999,7.292,1.823,0.99999999,82.16
64.0,5.468999999999999,9.115,0.0,0.99999999,82.16
65.0,3.646,7.292,3.646,0.99999999,82.16
66.0,3.646,9.115,5.468999999999999,0.99999999,82.16
67.0,5.468999999999999,7.292,5.468999999999999,0.99999999,82.16
68.0,5.468999999999999,9.115,3.646,0.99999999,82.16
69.0,3.646,7.292,7.292,0.99999999,82.16
70.0,3.646,9.115,9.115,0.99999999,82.16
71.0,5.468999999999999,7.292,9.115,0.99999999,82.16
72.0,5.468999999999999,9.115,7.292,0.99999999,82.16
73.0,7.292,0.0,0.0,0.99999999,82.16
74.0,7.292,1.823,1.823,0.99999999,82.16
75.0,9.115,0.0,1.823,0.99999999,82.16
